"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","rawdat","X170410_Blk_FilterBlk_A","X170410_Blk_FilterBlk_B","X170410_Poo_April11AqExtractsFull_1","X170410_Poo_April11AqExtractsFull_2","X170410_Poo_April11AqExtractsFull_3","X170410_Poo_April11AqExtractsHalf_1","X170410_Poo_April11AqExtractsHalf_2","X170410_Poo_April11AqExtractsHalf_3","X170410_Smp_KM1513.125m_A","X170410_Smp_KM1513.125m_B","X170410_Smp_KM1513.125m_C","X170410_Smp_KM1513.15m_A","X170410_Smp_KM1513.15m_B","X170410_Smp_KM1513.15m_C","X170410_Smp_KM1513.45m_A","X170410_Smp_KM1513.45m_B","X170410_Smp_KM1513.45m_C","X170410_Smp_KM1513.75m_A","X170410_Smp_KM1513.75m_B","X170410_Smp_KM1513.75m_C","MassFeature","groupname","RT","Fraction","AveBlank","AveSmp","AvePoo"
"1081",11035,262.117643045814,262.117411927129,262.11807218142,204.331352233887,194.65576171875,207.656356811523,8,7,224628.283563234,151823.039632949,1731175.88866005,1346174.73107322,589332.809524816,452355.463488571,325669.384020366,288355.800486829,339045.173713714,288534.232982278,276930.78302398,8842822.42657443,7876655.2554987,3603553.49127846,304931.04845482,315046.469263722,330591.789101336,315328.102626526,253918.681451212,408937.697298802,"I262.1176R3.41","M262T204",3.40552253723145,"HILICPos",188225.661598091,1929691.26260567,788844.012875642
"1082",11039,262.134239383526,262.134012084659,262.134899358764,155.656944274902,153.157165527344,157.280380249023,20,20,145872.634114746,192906.288675781,6525736.53235943,5851388.28234352,5796872.89204427,2650174.435049,2461246.35723604,3324935.58148499,5140917.83493199,5569397.94263672,6229061.94533572,5941598.19639475,5147902.30951654,4250762.48672632,6150579.82259386,6189512.03986432,4625536.4959777,5540948.95169617,7728421.68213321,8680876.92684976,"I262.1342R2.59","M262T156",2.59428240458171,"HILICPos",169389.461395263,5932959.71955475,4435059.01341954
"1083",11042,262.179930557406,262.179790222587,262.18019735235,122.659408569336,120.869079589844,122.888465881348,5,5,0,28337.3356451392,65682.9740004106,37314.9003526934,61552.1080363914,15092.5479828593,17699.0379822688,51045.0445910376,77971.8484453125,200261.054939062,162321.588321459,157776.771700056,93152.3015417904,47729.5613334576,68538.5996857854,56858.1931861683,81998.9258972169,172406.478457101,261270.790846378,107477.947533854,"I262.1799R2.04","M262T123",2.0443234761556,"HILICPos",14168.6678225696,123980.338490637,41397.7688242768
"1084",11043,262.201264516142,262.201172192894,262.201414948916,217.164619445801,213.9814453125,218.831,6,6,0,0,342106.257953217,317754.416310567,309270.698347142,67038.5939861106,74858.3752465314,48605.4588081676,1327353.92719922,1311481.73418365,1450437.6405329,24585.5857691226,72206.8197909991,40980.6771200388,308922.636783646,325173.24271752,254789.643478447,18685.5665867776,26610.6820305987,57021.1363741562,"I262.2013R3.62","M262T217",3.61941032409668,"HILICPos",0,434854.107713923,193272.300108623
"1085",11057,262.906209699375,262.906202883705,262.906212323253,443.453216552734,431.691619873047,457.591552734375,4,3,5871.94626052205,0,59771.4697342612,1131730.29486512,1738710.25926741,218493.904693937,1858969.45143778,799409.147361902,111846.487518389,2026831.5030189,1804906.00775004,7036.55526845352,56412.7436742523,958150.386421268,112249.749883613,23094.6547905486,25867.1884665577,51884.442009555,1108413.25376464,1488598.74923621,"I262.9062R7.39","M263T443",7.39088694254557,"HILICPos",2935.97313026102,647940.976816869,967847.421226735
"1086",11065,263.006254781879,263.006142477421,263.006691890277,476.462738037109,472.696960449219,480.127868652344,14,14,0,0,770331.55839453,13705258.2038507,10926711.1957571,1912917.77689228,10284833.3233287,8701824.00936476,1298621.03741881,13834717.795625,12572383.142925,1782006.03755455,1978480.96844029,12112736.3798975,455874.403984097,924059.093380274,1654550.54062903,2061101.58917034,12186671.9340073,11539950.7824927,"I263.0063R7.94","M263T476",7.94104563395182,"HILICPos",0,6033429.47546041,7716979.34459801
"1087",11072,263.082230680375,263.081966114715,263.082288326471,542.035034179688,540.571899414062,543.619567871094,5,5,0,6295.26354699706,0,1125381.85458203,1535603.91704321,14244.1348393758,932751.588447184,671051.875856582,0,325663.006680536,593443.843491063,143588.201829731,250413.502444707,4496265.92788906,0,0,16475.5044415951,0,160410.104374945,562935.593621261,"I263.0822R9.03","M263T542",9.03391723632813,"HILICPos",3147.63177349853,545766.307064408,713172.228461397
"1088",11080,263.13541679324,263.134844783755,263.135864287922,155.387130737305,154.363555908203,156.336410522461,17,17,144566.266456087,148558.880356342,670780.028497696,445211.484817708,577337.891407226,141519.063921875,164208.025744629,247006.200005208,484397.5435875,533581.725612303,589411.560628417,307419.538653484,375299.304538435,348786.270531684,577261.315082032,651611.103508301,480635.130464285,555116.188892045,815818.014115625,889367.935173244,"I263.1354R2.59","M263T155",2.58978551228841,"HILICPos",146562.573406215,550725.46923228,374343.782399057
"1089",11081,263.135195618616,263.13515060446,263.135533908957,566.422241210938,555.823486328125,577.693176269531,12,9,16280.595570758,0,26044.1255654855,1028751.78261543,1118858.29770535,46611.6986654202,1049978.02128599,871026.786960082,80394.0426413222,1147858.44877046,3198517.50071634,109277.189823897,180012.442697381,2103517.59197065,19861.4473907695,20944.6694027458,68968.0868214229,116014.653172408,1121453.42175035,2165339.13300303,"I263.1352R9.44","M263T566",9.44037068684896,"HILICPos",8140.297785379,861013.219013398,690211.785466293
"1090",11083,263.142465895749,263.142318264637,263.142667391672,139.977676391602,137.5400390625,142.836502075195,18,18,676039.914189617,727800.108187558,3018030.85464569,3067430.80737135,3358109.43298573,1510712.31176367,1477724.96275772,1552021.01077525,894071.067346154,1012344.91999805,1437897.99740165,7526317.4814126,8762894.52708152,6215567.59225879,1314781.45459657,1375246.58444578,1006861.99420329,667425.274682904,1533875.84632935,3872713.45911999,"I263.1425R2.33","M263T140",2.33296127319336,"HILICPos",701920.011188588,2968333.18323972,2330671.56338324
"1091",11088,263.160087480039,263.159787412308,263.160280516589,500.255630493164,497.429412841797,502.414367675781,14,14,55687.6773692085,55021.3032008149,916867.339902131,607044.864589843,521346.995416633,510646.868679492,200585.922764062,256941.270159302,2727123.7362524,1600038.42393058,1652382.95284977,22581.5200056048,12174.365777759,7740.13524255488,134619.121807097,266296.151020451,144807.90514032,524738.800949219,451419.397448785,557732.449830621,"I263.1601R8.34","M263T500",8.33759384155274,"HILICPos",55354.4902850117,675137.913354597,502238.876918577
"1092",11109,264.008115458336,264.007789344559,264.008684072594,473.730255126953,471.914398193359,477.416442871094,7,7,0,5650.47319622338,0,820922.851360306,385050.605830079,0,493127.491112915,397483.658607148,64869.5956455561,740368.617387407,675191.932655135,0,0,470515.302468052,0,0,0,0,450876.73233433,485840.429314454,"I264.0081R7.9","M264T474",7.89550425211589,"HILICPos",2825.23659811169,240638.550817078,349430.767818408
"1093",11134,264.195702304524,264.195479875479,264.196099263037,120.219467163086,117.977569580078,123.711494445801,13,13,18469.7940294127,80214.7631237745,170747.373022112,137286.872085644,140327.630524248,160457.506550082,102603.950604254,106771.434112431,141237.144365234,302942.140096191,311247.586991602,118526.67672821,257974.800818273,48034.6977099609,253246.15064059,288681.854930925,369123.633480469,213387.170765625,328981.298828474,227717.316466081,"I264.1957R2","M264T120_1",2.00365778605143,"HILICPos",49342.2785765936,238425.03931847,136365.794483128
"1094",11135,264.216839019544,264.216742369512,264.217019809305,119.671501159668,117.70726776123,121.166030883789,6,6,13054.3549815284,12715.9531396516,153865.902054611,162125.263033514,81612.9993127584,80754.149490206,44460.3116414277,65423.8462707077,172933.537337623,165249.345941895,288315.768835004,261530.686153232,117514.314103855,135259.482147309,214850.504706055,231888.375667481,135479.848055786,264773.495719293,263288.989376243,204835.252616211,"I264.2168R1.99","M264T120_2",1.9945250193278,"HILICPos",12885.15406059,204659.966721666,98040.4119672041
"1095",11182,265.154595110003,265.153181461612,265.154951233534,139.244232177734,136.590438842773,154.480560302734,19,18,558344.033689429,671335.866023915,2579896.25258471,2688677.16857357,2683273.14315197,1272998.0343252,1319624.6535214,1413138.6287601,1021038.7874417,1301259.59590027,1538503.70060417,5845877.72844727,6783715.00521826,5655853.99791762,1197634.69563616,1378050.22966592,1468879.96867857,1327658.28506501,1891916.41298133,3390414.09611647,"I265.1546R2.32","M265T139",2.32073720296224,"HILICPos",614839.949856672,2733400.2086394,1992934.64681949
"1096",11191,265.216190888646,265.21590546497,265.216310902949,119.30591583252,117.697593688965,122.904716491699,6,6,233070.03451134,273603.983391202,803358.610022464,686908.498154318,610187.10470134,588673.58878283,454562.833508849,535739.627837074,733732.409971309,120728.755089681,722976.745845,265394.205540318,48867.8898957031,714457.926710755,1370117.8901771,553605.874937934,539287.95740619,77311.5997957356,114883.719706828,98210.6662901786,"I265.2162R1.99","M265T119",1.98843193054199,"HILICPos",253337.008951271,446631.303447228,613238.377167813
"1097",11209,266.053686645517,266.053591861652,266.053871901772,433.333251953125,431.807800292969,435.575775146484,18,18,12233.5470527675,36380.6343426014,1810848.8510956,1897316.84459638,2021462.63734551,1396973.53529845,1168170.08170251,1091006.66621803,680715.710130938,1304093.79218147,1239601.0782832,2339504.50902562,2627951.8834125,2333514.368642,1836636.78153031,1837216.94402597,1893467.35848567,1907608.49471886,2648425.29658241,2452070.60465533,"I266.0537R7.22","M266T433",7.22222086588542,"HILICPos",24307.0906976844,1925067.23513952,1564296.43604275
"1098",11210,266.074757407456,266.074570503155,266.074941890686,516.648254394531,512.843933105469,518.353454589844,13,13,41473.4977257505,32197.3458462814,332180.519604109,339318.512904662,226488.152259996,296718.119948939,91827.6861839602,83052.057321471,29636.754448995,54396.0715133995,38120.5883392516,1086670.7779834,1401749.56231348,1043826.95701416,285198.164707783,481939.935378847,423329.118748223,426348.057039475,331638.250898439,263839.975499999,"I266.0748R8.61","M266T517",8.61080423990885,"HILICPos",36835.421786016,488891.184490454,228264.174703856
"1099",11213,266.088274719871,266.088125351524,266.088371647029,328.495788574219,322.332641601562,332.043701171875,5,5,0,11731.4805071769,486398.581431722,459501.233096957,340002.569786562,248318.635552708,85008.9395939863,125039.601604977,224053.337767499,51167.748707617,180914.427173837,960193.500103431,999525.63576381,565684.201047212,322442.962551793,451306.291597063,419846.125391741,268196.030488854,327713.832268864,1242028.28949951,"I266.0883R5.47","M266T328",5.47492980957031,"HILICPos",5865.74025358845,501089.365196769,290711.593511152
"1100",11217,266.124645620869,266.123728844184,266.124790679398,141.385200317383,140.876998901367,154.998352050781,8,8,91679.7135005327,14103.3523724824,306021.460133126,135671.267169267,85349.4771247026,91992.6483889156,77792.8004964193,35743.4159297794,196990.712677409,118738.228857422,88233.4697849303,278392.792121477,283967.605673829,160621.418711152,271135.835124675,253624.388955589,141534.898171777,66906.5659748498,18127.6122783422,61906.8299238682,"I266.1246R2.36","M266T141",2.35642000528971,"HILICPos",52891.5329365076,161681.696521277,122095.178207035
"1101",11260,267.041332425517,267.041145759843,267.041486978128,525.905517578125,525.166809082031,527.719848632812,8,8,84064.870651418,65793.8726956487,51753.19662451,324546.263455077,387313.01656836,46038.736322403,229591.201480353,151956.013761198,34338.6950544789,130486.699391601,135264.797569579,46218.3351355195,65599.3164131343,794361.931912006,31971.6086676121,40104.3737629252,94295.0485171676,142661.622467801,468126.392434761,981759.403097152,"I267.0413R8.77","M267T526",8.76509195963542,"HILICPos",74929.3716735333,247099.018701978,198533.07136865
"1102",11284,267.143721313102,267.143607053713,267.143853736583,225.617370605469,221.173965454102,229.601684570312,15,15,13593258.6003624,12128540.3114792,143827329.469091,148002176.828688,141074521.544943,64498272.0441903,57632336.0360424,61377662.7468709,98376960.0794481,125618819.496521,149422337.344898,157446861.423657,243021318.908601,238624418.440625,98827686.2017423,159622142.558875,133791568.306494,64626442.0425938,96039774.8904052,183382780.129946,"I267.1437R3.76","M267T226",3.76028951009115,"HILICPos",12860899.4559208,145733425.818651,102735383.111638
"1103",11293,267.17183417961,267.171681421656,267.173849422808,117.690338134766,109.037307739258,118.27808380127,8,8,50495.4269188385,419465.571074532,769603.916882202,783099.817712824,661435.588702174,570345.553682181,515642.386724183,540087.116122562,535926.654332485,1806478.5394979,1267107.83515569,2071141.63214489,2534762.58775581,1821620.11711299,560833.70929509,878092.937469952,1700409.65888071,1142529.81005394,1995236.35746819,2175759.02886358,"I267.1718R1.96","M267T118",1.96150563557943,"HILICPos",234980.498996685,1540824.90566927,640035.729971021
"1104",11295,267.19536461838,267.193443681523,267.195833244569,118.549446105957,113.076454162598,129.145401000977,19,19,185535.580300991,185666.261619851,927971.972730299,944060.343897017,729415.247608656,458166.056591146,246031.58279065,373918.968444824,285752.8748532,501887.925936181,2904508.48475571,2955951.53767722,3186741.86236328,2526670.78746441,337454.664542535,461551.954012207,603320.316416483,501019.489709193,266081.869154766,669687.288841003,"I267.1954R1.98","M267T119",1.97582410176595,"HILICPos",185600.920960421,1266719.08797718,613260.695343765
"1105",11297,267.235753686022,267.232355985115,267.235982212196,120.719608306885,118.865783691406,122.126182556152,4,4,203238.577612241,121886.650548932,351047.410946417,413846.188678694,392044.282959481,299685.914573511,260639.698097736,307780.819827713,254039.524361181,748015.142749503,520496.534577529,140305.372095564,1267358.79859066,1165484.42585564,193085.625920784,293529.115767579,613574.766643236,139598.131,162634.121241211,194925.364025065,"I267.2358R2.01","M267T121",2.01199347178141,"HILICPos",162562.614080586,474420.576902329,337507.385847259
"1106",11298,267.861519853036,267.861385880207,267.861808502748,463.368118286133,460.389465332031,464.438354492188,4,4,0,0,37921.1247983347,159197.236668929,232417.245655891,175906.290326636,337817.15413954,315639.554158624,112277.313584473,261139.300990175,223665.247375064,21974.4492907472,0,86884.3881415392,130047.240247085,33884.9016544118,18592.6553167999,80110.573919994,217008.32526583,209853.141086823,"I267.8615R7.72","M268T463",7.72280197143555,"HILICPos",0,116286.461406079,209816.434291326
"1107",11308,267.956582042638,267.95627988461,267.956783071984,458.156921386719,446.29296875,462.707611083984,19,18,1459890.45594229,1502638.44073923,3632001.52994267,2975956.86228832,3106945.09205039,4355577.71459683,4183904.65728955,5607369.00842322,3486937.77447508,2933583.60475859,1699721.27160103,3166465.41260645,2909170.20794531,2351992.17332202,3035136.40307132,2290571.10014882,2205303.86417862,4364752.48473957,3105644.62784813,2805091.38188977,"I267.9566R7.64","M268T458",7.63594868977865,"HILICPos",1481264.44834076,2862864.19221539,3976959.1440985
"1108",11331,268.051808978233,268.051655958696,268.051991945595,432.902573608398,430.369018554688,436.186706542969,6,6,7211.99726782739,14281.4332915204,48843.0091538084,141295.643648475,167128.226182438,111891.218533851,93047.8213545308,51357.7140481845,67896.7504243627,50870.4473668858,166727.956758179,352135.654640421,61211.4190628904,301806.33177669,47981.6194062499,52605.1828735964,47379.0679982688,44548.6558368445,156514.870406419,273816.175535873,"I268.0518R7.22","M268T433",7.21504289347331,"HILICPos",10746.7152796739,135291.17767389,102260.605486881
"1109",11338,268.103892367068,268.103696740683,268.104059352909,321.791488647461,320.552,323.732452392578,18,18,55765.5272341997,33517.4410417966,341574319.042244,383032494.578443,321404664.67859,183754065.66543,150007139.651594,161383646.683437,155379639.696176,167977296.031371,300036459.092432,559625413.506936,533368786.645687,446676486.917084,247389861.726651,310384357.252938,279277312.258272,228812425.967252,302205529.418473,569532805.65819,"I268.1039R5.36","M268T322",5.36319147745768,"HILICPos",44641.4841379982,341722197.847622,256859388.38329
